root_category,found_in_category,pageid,title,url,categories,matched_keyword,latitude,longitude,date
Category:Indian books by century,Category:19th-century Indian books,72778036,Mata-parīkṣā-śikṣā,https://en.wikipedia.org/?curid=72778036,Category:1839 books | Category:19th-century Indian books | Category:19th-century Sanskrit literature | Category:Books critical of Christianity | Category:Hindu apologetic works | Category:Indian non-fiction books,Indian,21.872205,79.179059,1839
Category:Indian books by century,Category:19th-century Indian books,72778014,Mataparīkṣā,https://en.wikipedia.org/?curid=72778014,Category:1839 books | Category:19th-century Indian books | Category:19th-century Sanskrit literature | Category:Books critical of Hinduism | Category:Christian apologetic works | Category:Indian non-fiction books,Indian,21.872205,79.179059,1839
Category:Indian books by century,Category:19th-century Indian books,72778108,Mataparīkṣottara,https://en.wikipedia.org/?curid=72778108,Category:1840 books | Category:19th-century Indian books | Category:19th-century Sanskrit literature | Category:Books critical of Christianity | Category:Hindu apologetic works | Category:Indian non-fiction books,Indian,21.872205,79.179059,1840
Category:Indian books by century,Category:19th-century Indian books,6010230,Maza Pravas,https://en.wikipedia.org/?curid=6010230,Category:19th-century Indian books | Category:Indian travel books | Category:Marathi-language literature | Category:Works about the Indian Rebellion of 1857,Indian,21.872205,79.179059,1800
Category:Indian books by century,Category:19th-century Indian books,39365824,Minan-ur-Rahman,https://en.wikipedia.org/?curid=39365824,Category:1895 books | Category:19th-century Indian books | Category:Books about the Arabic language | Category:Indian religious texts | Category:Works about philology | Category:Works by Mirza Ghulam Ahmad,Indian,21.872205,79.179059,1895
Category:Indian books by century,Category:19th-century Indian books,60510503,Monism or Advaitism?,https://en.wikipedia.org/?curid=60510503,Category:1889 non-fiction books | Category:19th-century Indian books | Category:Advaita Vedanta texts | Category:Metaphysics books | Category:Works by Manilal Dwivedi,Indian,21.872205,79.179059,1889
Category:Indian books by century,Category:19th-century Indian books,57056134,Narmakosh,https://en.wikipedia.org/?curid=57056134,Category:1873 books | Category:19th-century Indian books | Category:Gujarati dictionaries | Category:Gujarati literature,Indian,21.872205,79.179059,1873
Category:Indian books by century,Category:19th-century Indian books,73933024,Nashr al-Tib,https://en.wikipedia.org/?curid=73933024,Category:1912 non-fiction books | Category:19th-century Indian books | Category:Biographies of Muhammad | Category:Books by Ashraf Ali Thanwi | Category:Deobandi sirah literature | Category:Indian biographies | Category:Indian non-fiction books | Category:Indian religious texts | Category:Islamic literature | Category:Sunni literature | Category:Urdu-language books,Indian,21.872205,79.179059,1912
Category:Indian books by century,Category:19th-century Indian books,22929232,Noor-ul-Haq (book),https://en.wikipedia.org/?curid=22929232,Category:1894 books | Category:19th-century Indian books | Category:Indian religious texts | Category:Islamic theology books | Category:Works by Mirza Ghulam Ahmad,Indian,21.872205,79.179059,1894
Category:Indian books by century,Category:19th-century Indian books,28910827,Pedda Bala Siksha,https://en.wikipedia.org/?curid=28910827,Category:1832 non-fiction books | Category:19th-century Indian books | Category:19th-century encyclopedias | Category:20th-century Indian books | Category:20th-century encyclopedias | Category:Indian encyclopedias | Category:Telugu-language literature,Indian,21.872205,79.179059,1832
Category:Indian books by century,Category:19th-century Indian books,1497563,The Philosophy of the Teachings of Islam,https://en.wikipedia.org/?curid=1497563,Category:19th century in philosophy | Category:19th-century Indian books | Category:Contemporary Islamic philosophy | Category:Indian religious texts | Category:Islamic theology books | Category:Works by Mirza Ghulam Ahmad,Indian,21.872205,79.179059,1800
Category:Indian books by century,Category:19th-century Indian books,12437339,Rawalpindi Gazetteer,https://en.wikipedia.org/?curid=12437339,Category:1895 non-fiction books | Category:19th-century Indian books | Category:Gazetteers of India | Category:Historiography of Pakistan | Category:Pakistan stubs | Category:Rawalpindi District,India,21.872205,79.179059,1895
Category:Indian books by century,Category:19th-century Indian books,81583759,Safarnama Rum-o-Misr-o-Sham,https://en.wikipedia.org/?curid=81583759,Category:1894 books | Category:19th-century Indian books | Category:Books by Shibli Nomani | Category:Darul Musannefin Shibli Academy books | Category:Deobandi literature | Category:Indian non-fiction books | Category:Urdu-language books,Indian,21.872205,79.179059,1894
Category:Indian books by century,Category:19th-century Indian books,72788090,Śāstra-tattva-vinirṇaya,https://en.wikipedia.org/?curid=72788090,Category:1844 books | Category:19th-century Indian books | Category:19th-century Sanskrit literature | Category:Books critical of Christianity | Category:Hindu apologetic works | Category:Indian non-fiction books,Indian,21.872205,79.179059,1844
Category:Indian books by century,Category:19th-century Indian books,13578077,Satyarth Prakash,https://en.wikipedia.org/?curid=13578077,Category:1875 non-fiction books | Category:19th-century Indian books | Category:Arya Samaj | Category:Book censorship in India | Category:Censored books | Category:Censorship in Pakistan | Category:Cultural depictions of Muhammad | Category:Hindu literature | Category:Hinduism and Islam | Category:Hinduism in India | Category:Hinduism-related controversies | Category:Religious controversies in India | Category:Religious controversies in literature | Category:Works subject to a lawsuit,India,21.872205,79.179059,1875
Category:Indian books by century,Category:19th-century Indian books,73062192,Shad-darshana Darpana,https://en.wikipedia.org/?curid=73062192,Category:1860 books | Category:19th-century Indian books | Category:Books critical of Hinduism | Category:Hindi-language literature | Category:Indian non-fiction books,Indian,21.872205,79.179059,1860
Category:Indian books by century,Category:19th-century Indian books,63518704,Shiva Digvijaya,https://en.wikipedia.org/?curid=63518704,Category:19th-century Indian books | Category:Bakhars | Category:Biographies of Shivaji | Category:Royalty book stubs,Indian,21.872205,79.179059,1800
Category:Indian books by century,Category:19th-century Indian books,72828748,Shri-hindu-dharma-sthapana,https://en.wikipedia.org/?curid=72828748,Category:1831 books | Category:19th-century Indian books | Category:Books critical of Christianity | Category:Hindu apologetic works | Category:Indian non-fiction books | Category:Marathi-language literature,Indian,21.872205,79.179059,1831
Category:Indian books by century,Category:19th-century Indian books,7170172,Sritattvanidhi,https://en.wikipedia.org/?curid=7170172,Category:19th-century Indian books | Category:Ganesha | Category:Hatha yoga texts | Category:Hindu texts | Category:History of Mysore | Category:Kannada literature | Category:Kingdom of Mysore,Indian,21.872205,79.179059,1800
Category:Indian books by century,Category:19th-century Indian books,59432606,Stri Purush Tulana,https://en.wikipedia.org/?curid=59432606,Category:1882 non-fiction books | Category:19th-century Indian books | Category:Feminist books | Category:Indian books | Category:Indian literature | Category:Marathi-language literature | Category:Pamphlets,Indian,21.872205,79.179059,1882
Category:Indian books by century,Category:19th-century Indian books,72828998,Svadesha-dharmabhimani,https://en.wikipedia.org/?curid=72828998,Category:1834 books | Category:19th-century Indian books | Category:Books critical of Christianity | Category:Hindu apologetic works | Category:Indian non-fiction books | Category:Marathi-language literature,Indian,21.872205,79.179059,1834
Category:Indian books by century,Category:19th-century Indian books,46915905,The Tribes and Castes of Bengal,https://en.wikipedia.org/?curid=46915905,Category:19th-century Indian books | Category:Books about ethnic groups | Category:English-language non-fiction books | Category:Literature book stubs | Category:Social class in India,India,21.872205,79.179059,1800
Category:Indian books by century,Category:19th-century Indian books,36244062,The Valley of Kashmir,https://en.wikipedia.org/?curid=36244062,Category:1895 non-fiction books | Category:19th-century Indian books | Category:Indian travel books | Category:Tourism in Jammu and Kashmir,Indian,21.872205,79.179059,1895
Category:Indian books by century,Category:19th-century Indian books,24156073,Victory of Islam,https://en.wikipedia.org/?curid=24156073,Category:1891 books | Category:19th-century Indian books | Category:Indian religious texts | Category:Islamic theology books | Category:Works by Mirza Ghulam Ahmad,Indian,21.872205,79.179059,1891
Category:Indian books by century,Category:19th-century Indian books,48926442,Yadgar-i-Bahaduri,https://en.wikipedia.org/?curid=48926442,Category:1834 non-fiction books | Category:19th-century Indian books | Category:19th-century encyclopedias | Category:Indian encyclopedias | Category:Persian encyclopedias,Indian,21.872205,79.179059,1834
Category:Indian books by century,Category:19th-century Indian books,53542939,Zafarnamah Ranjit Singh,https://en.wikipedia.org/?curid=53542939,Category:19th-century Indian books | Category:Indian manuscripts | Category:Lahore | Category:Persian-language literature | Category:Ranjit Singh | Category:Sikh Empire,Indian,21.872205,79.179059,1800
Category:Indian books by century,Category:20th-century Indian books,72102859,Aalamul Quran,https://en.wikipedia.org/?curid=72102859,Category:1959 books | Category:20th-century Indian books | Category:Books by Abdul Majid Daryabadi | Category:Deobandi Quranic literature | Category:Geography books | Category:Indian non-fiction books | Category:Indian religious texts | Category:Quranic places | Category:Tafsir works | Category:Urdu-language books | Category:Works about geography | Category:Works about the Quran,Indian,21.872205,79.179059,1959
